reviewId,content,score
d12b3138-f36c-4f00-9ec1-4b95166ccc15,thank you for reading,5
fe838ac3-2c48-470d-9290-4d04fe9928cc,Fuj 7 the. Follow,5
1f29e760-fa50-49d1-be86-8a54a7c45d2d,❤️❤️,5
129cb025-7d24-4c6d-bec4-65c1cdd29378,Good aps,5
1d15562b-4dcd-4e88-8bea-f252ef785629,ভালো,5
2e667b33-7e8f-4bf0-8480-4787d2f07d00,Ok,5
8d5379b7-9bfc-49b3-aa58-03ba62b6de06,Great App,5
83d26856-12f9-49be-8266-bf1b9264a989,Good,5
226b6606-1431-4095-bc26-7abd4598bad3,Good,5
8182f6b1-38ff-4612-b720-153f33d99baa,Awesome!!!!!,5
ec8b5afd-7092-45e5-91c4-d0098370ac82,Show Too much add.,2
3c787f8d-5774-4eb6-a4b9-8889842fbb68,Good,5
63784d1b-d28c-4ad6-85d2-bd6225d8a57f,Nice app for sharing file keep it up,1
36cea000-b452-43df-8e5b-08a702b7a17c,নক আপা,5
36335c08-f1a2-4d7f-a5e3-ec5f65b0bfbf,Very fast,5
96e97a75-715f-4e14-b419-4075eca760ad,Deeqa houzen,5
11bf4066-6a58-45ae-908e-088477d672ab,very good nise,5
6614b250-1cd2-4c6c-a466-4eb9b288d013,Ok,5
10db315a-3a9b-426a-b68a-ee47bc153131,Nice,5
b2d57280-6357-4073-9813-738eae6e3dc6,Nice app 🙂,5
689c7f1f-1103-41ec-8784-781d4d397eaf,It's too good,5
c3f6e0dd-2cea-49f6-bd3b-e954df5192e9,🍫🍫🍫🍫,5
bd38b7b3-ab4d-4710-8163-15fb1b4a3720,Verry nice skin,5
6bdc8aa4-2f76-427a-a788-9597f3789436,Gid,5
2e92a77e-d266-48f0-9b30-4ede61aca3b1,ভালো,5
debd7ea8-03b7-4edc-b9ab-59967d2e1e07,Shareiy: tr,5
7c8cd557-284e-48f5-a476-e10f541a08ae,Hdue udbirbir hh,5
330507c8-4718-40c6-b2c5-99718ad55dd5,D. X.,4
36736edb-f8bf-4772-9ef0-f2e08f882e94,It's good 👌👌👌,5
ae823517-1b70-46a0-bfcf-3dc16922cef9,Good,5
ce3f072b-c784-44e5-8f5b-0d0b976e52b8,fast,5
ebba75a7-6b11-43a0-bd1c-4fb572fa530c,Good app,5
d5614762-8be5-4f62-a7e1-d4c90e33e698,It is very good,5
e8934e23-7442-4e83-934f-f2997ff35702,It is the best sharing app,1
d8d974b2-1df1-44c1-9328-1fc8b7ab9f90,The best,1
d2becbef-e53e-4691-9c1a-9e513b2ed82c,Easy to transfer the video and pictures ☺️.,5
9a103e8b-d96d-4aaa-a748-4ef1fde00cea,Good,5
43110b7a-0444-45e5-9540-865b2e399f9a,Very good all share,5
039e8745-0c09-49f4-8797-9f05f156350a,I just hate pop up ads only pls stop that,5
b8fe39b8-a8eb-4ba2-845a-709879d09d04,AnjumB,5
a49bda15-a886-4608-a03e-babb7e1f4df9,love it,5
f758c648-7bec-4201-a328-55ad0a1a642b,Nice,5
bb17790e-1c55-46c1-b5af-a2e632c9eda3,This app is very good,5
7997f5a4-86a0-417c-b70a-b5e60de06b4e,can i share this nuts wth u babe?,4
de784d8a-30b1-4038-a481-b30998d47190,Shariet,5
c0ea0bfd-31e2-439e-859f-591591e63416,Very helpfull app,5
3f9baacc-8add-4ee6-9252-9fbd8aee262e,Share it,5
ab751b48-05ea-4121-a93e-09ff416b9f42,Good app,5
b0942f5f-627b-42ac-b5b6-7b1e7a2228c9,It's Fast and perfect,5
0509d51a-9873-4ef7-a160-5041f726749a,snap,1
100515bb-f714-46ca-800b-caea12e86f6e,I'm sorta you can,5
fc43b9e9-f094-4510-b599-562445d0eb75,It's sooo laggg,1
c5b7684b-3b10-463b-99c0-9b82684f20df,Nice 👍,5
b51bb82d-99f3-4606-a69a-cbb98959f0b5,Its excellent,5
3c32766c-843f-4b62-b4da-54af2351483e,No 1 application for sharing data,5
e34c9887-8b24-4f8a-ad86-bd834370232d,Otp,5
a1f8e106-7ffb-40e5-94e9-6a1a20ce07da,Very fast and efficient,5
711ac630-3031-479c-979a-72764dec15d1,thanks share it I,5
75205f69-b8bd-427b-9caf-e800871582da,Amazing apps,5
6ba10930-4e92-4c74-ab66-c44187b5055e,👍😃👍,5
f870a415-bffe-4758-83a8-c63a7b61b1e6,Good,5
0a214d86-6bcf-4be2-ba59-a5642d04a240,Very good,5
474e1f00-a112-48b9-97b0-bdacb334cf66,Shuv,5
61a51dfc-e187-4bbd-b007-4286fe565b55,Good app,5
95a4e133-a378-4d9f-953c-c461464d2d45,Wow,5
9615464d-1285-4783-bc31-cdfe7b09a1c0,Fast,5
37ffdb72-1e1c-4e70-9746-871c318100c6,May bold na notif,1
5dbc4993-ecee-4c17-a6c5-93ef6cea7aed,The best app,5
76f84fbc-f946-4408-ade9-ad32ecdee623,Abduction minors,2
24a52911-a577-4ee3-9792-de8104e853f0,You are so great keep up it,5
e8745a32-e8fd-4232-a179-b781d971dd90,Managemy account name,5
c89409cf-9d25-4fac-9ee7-aeea8dc3de87,Excellent,5
e9bbe4ac-144b-4464-95a7-6ee5eb840940,Good,3
b5ca1123-a5e4-45fe-b260-85d170026e8a,Awesome,5
b7635872-ff71-466c-8a77-c48411207ccf,🤙🤙,5
389a44c1-666e-4208-966f-2c75927a9813,Excelent,5
e06c4962-7f2f-409a-9499-0ec0691f1cbc,Good,5
eb83d9f2-f4a6-4a5e-9a1c-3790bb87c263,7tLovelysng,3
641c47cc-80aa-4e53-9afb-9deae48e9689,Coin markeet,5
b0ce0438-a114-4723-a7e4-942f297eaef5,It's very gud,5
1d2d63a4-27a2-4f20-9ccf-303c2fa25dd3,Bring a dark mode in the next update please.,3
7419437c-448b-410c-8b77-def4e83d7536,Nice,5
b620b857-fe40-4aef-bc3f-70f01559792b,This is so bad,1
ceea94da-9991-4bfa-9bdf-1fe44241d0cb,Excellent,5
ab46c0ff-0be9-4ac2-b55b-290ea6709f5d,Good,5
1684f24d-eb2e-4fbd-8508-4b7dca7062d2,Has very Ads Spam in Notification It's Malware,1
642b1fa6-666e-41be-bcb0-6b48f86a3820,Sabber,5
248145b5-14bf-4933-a29d-d522ff81d1c3,Nice Apps,5
ea33cf9a-d369-4aa0-8426-5547f9aa7c79,Good appp,5
c1c98035-d48a-4adc-aae1-d3f9b320e000,Fantastic,5
f3b82b57-4187-4ebc-b100-909ee6b016a7,Raffy,5
06dd4c94-deeb-442e-a9fc-293acaecb800,Valo ma,5
176e007a-e30b-4442-b56a-b81524b79165,T xktfifp6,5
932241f4-66c4-4a84-9ab2-786a9e37bad8,"Used to be nice and quick app for sharing all types of files. Now its a big bucket of bloatware. You want to download something - shaerit pops up on your screen and offers useless help. U want to open pdf - again, shareit pops up. Now and then offers its annoying cleaner services. Even exiting the app still trying to push onto you some video watching. And i'm not even starting on the ads - that's a given here. One working app is now 5-6 useless apps in one. Get InShare instead of this trash.",1
2b7e6472-8c8c-46c4-8f79-8a068ebeb88e,Nice,5
8bbcd823-a2df-498b-afe9-139d5f4a5bc5,good,1
f10c1221-3b02-4238-b994-13b588b1c54c,ok,5
5b0446ab-c97d-44a0-912a-ad921b9a7c8c,Arif FF,5
ee58355f-c049-462f-85b7-0dfbddea5043,The app not good,1
9a13dd95-bd8c-4e2a-ac4d-ab6d00f7f7e6,Nice share app,5
c0c4eac5-41b0-426c-ac95-d18bd2064182,Sir SHAREit no dawlond,5
534eae9f-c284-4c77-9172-15415b342809,its best app please improvment in safe box,5
