reviewId,content,score
2c3ffabf-4412-48e8-98e2-55de037524a3,❤️,5
4a20586a-a0eb-46fb-bb64-c3d9ed941638,Good work,5
d4a1333a-ed71-488e-b09f-80abecf76539,Better than Meta.,4
0d3e265c-1453-47e5-a5ae-fc0e892771dc,Amazing,5
9540a77c-ed4a-4e0a-b298-a8bf5efcdec9,👍👍👍,5
fa0131da-0e66-4021-87cb-95f995f7b952,👍👍👍👍👍,1
3d111d2b-3d24-44e7-836d-786921db6da5,No coment,1
090e0e43-0548-4ba3-804d-261621886318,Good,1
339ca2a1-4753-40c9-8bfe-bfcfa5116b1a,Very nice app.i like it,5
d60d4382-98b9-49cf-9181-b0be1f38358f,Instagram app best app for payout and income reel viral,4
58f86a69-e706-4b9c-a645-35469c092211,Good,3
1dadf442-b9bb-4202-834e-dae9c0b2937e,Ye app kuchbhi Kam ka nahi he gf nahi mil Rahi,5
42dcbea9-8661-48da-b926-811ff8d274a7,Nice,5
e6746328-3b9d-43e2-8f92-56008f44b708,Good,5
fc4acb40-1f34-429c-a57f-c69cf7b5b143,Durgairaj,4
abb297a1-de8c-4906-a894-b434f4d2ced7,Good,5
6c4124c7-7ad5-432e-bf84-47330a140413,Good,4
fd2f3684-fa5a-4ae3-a134-4acd852ebc12,😍😍😍❤️,5
a08eca60-91d5-4b6f-88f7-a9b76e32def0,"Once you get in, there's no going back...",5
7bb75b1a-4388-418d-aeae-3d75811b68f3,super entertainment,5
d2ad3888-fbef-44b3-8a35-65738dd8afe8,🤘🤘🤘🤘🤘🤘🤘,5
e96a3f4f-6558-457c-9f45-675c48707eeb,Super is lapp,5
8008b110-6a72-4d12-b7b2-20f73a054163,Mr and Mahadev,4
fe1af3b4-9907-41b6-9feb-640fcf1bc8db,"i am using instgram from last 2 years it,s very eazy to use",5
738adcbc-bb1b-4dd5-9fce-a140d43b3f06,It's great 👍,5
97bd22d8-484d-429e-a0b0-55c4b4d32ace,Nice👍👍,4
70e1bfcb-4865-4778-a269-e3b73ae274fe,Best,2
8cfa99d1-289f-4318-89c0-6dc3ab02d098,Nice app,5
911d1728-44de-40bb-8c14-b96d0178c7b0,welcome,5
bfb9bf13-e361-40c3-b39e-757383c940e8,My its ld ll mr bholu ll pls 1like and 1folwar pls pls Pls Pls,5
2715370f-281d-4ecc-abd1-98f0f95c4c11,Ni ce app,5
05390fce-226f-45f4-8a4a-16293b173cf1,Good social media apps Instagram,5
405a8ebf-8c22-4cc9-a122-77416e4ad15e,Nice to good,5
830cb987-e813-4d02-b76d-a00cd09a5e34,This app features your very own authenticity if you simply want to show it. Perspective dynamics have been mastered here. You can truly now become whatever you want from home because instagram allows you to look into the mirror for someone and push their authenticity forward for them.,5
7054586f-cc98-4225-ac1c-4092345bae78,Good,5
c3c66492-37eb-40d8-85c6-7c3a747d98f1,Very nice aap,5
d02ce4b3-5d53-4b6c-ac83-10b80f76be0b,Good app but stop deleting my account,5
84699340-b6d3-4939-a4f2-90120105d076,Good 👍,1
076dab6c-b55d-4ce8-a146-ef09ca1746f0,Exceptional fr!!!love love it,5
09503d71-1b79-4303-9ef3-ef2d5406a011,The most very very no 1 app in india,5
818fb6bf-bd80-4723-851d-d46dd1aa2237,👍👌😎🤩😍,5
0eecb4a0-fbd2-4fa0-b307-e70bb744b8d6,🤔 👀,4
d93ca84b-b5a4-4d2c-af91-df8442fc2684,🙂,4
b3469768-f055-4087-96cd-512cc7e46b30,कुषाणा खैरनार,5
e42554c3-de25-4114-827d-015c2426ed04,Vim ng dun bg good 💯😊 hai Gufgn,5
cc670ea7-d1e6-4845-b97d-fe4bd4a181c7,Hi Bye,5
6f1c9f8b-0b42-4918-ae46-6c91a7fa1432,good,5
068fb2b5-fb0a-4e3e-ae08-40a7cf8a26c1,Good app,5
6c5ee32d-c835-4a93-ad45-c419aa03e572,"opção de arquivar, pin e editar nomes pls",4
2734f18a-fe7e-45fc-bd94-2c6cf1c28ca7,☺️फॉक्स,4
de5537e3-fa23-49da-8b20-3ed9952e1cca,Amazing app,5
9e1cfec6-4388-40d8-ba6f-3dc9437f0af2,My Instagram not working why There is a problem not downloading,1
10365ac0-9101-4d37-ab54-262e83c54712,Koi Vi Ladki Reply Nahi Deta.,4
bda47b7d-6741-44d8-b683-8f1503621be3,Bahut badhi ya app he,5
8a4bd772-0eeb-4472-9079-dc89b1ef0b76,Best Application,5
06fb7a4f-87c3-4cb1-a904-999eb91089b3,Useless blocking all comments,1
8541efa7-8383-4cae-944a-c44cd8898b67,Gi,2
14818327-9ae3-4ed0-a8c2-aeb686612aae,MdHaijuvay,5
8761340d-aaec-417b-970c-e7718c7de213,So nice to watch comedy,5
34acd729-94de-4971-bd87-45e441de3cff,"Ever since I updated this app, I run the app and then close the phone screen. After that, when I open Instagram, only sound comes but nothing is visible.If I open it again, it works fine. Please solve this problem.",1
bc3aad69-f27c-4f95-99e8-a7a6544058e3,Beautiful platform,5
02ae27d0-6105-44c5-955d-7536dc0b9d15,Not giving my account appeal problem,1
283b96d2-9380-4fd8-bfdd-6e803d22cc64,Excellent 👌,5
57600722-9e0e-4b52-8ac8-813efd5bbf3d,Time pass,5
